date,Na,Mg,K,Ca,Cl,NO3,SO4,Na_MS,Mg_MS,K_MS,Ca_MS,comments_IC,comments_MS
2017-03-18T13:00:00Z,NA,NA,NA,NA,NA,NA,NA,603.132,941.754,427.034,NA,anomalous value,NA
2017-03-18T14:00:00Z,NA,NA,NA,NA,NA,NA,NA,480.489,730.215,399.991,NA,anomalous value,NA
2017-03-18T15:00:00Z,NA,NA,NA,NA,NA,NA,NA,404.004,619.369,365.193,NA,anomalous value,NA
2017-03-18T17:00:00Z,NA,NA,NA,NA,NA,NA,NA,415.5,542.474,392.671,NA,anomalous value,NA
2017-03-18T18:00:00Z,NA,NA,NA,NA,NA,NA,NA,330.391,432.739,246.561,NA,anomalous value,NA
2017-03-18T19:00:00Z,NA,NA,NA,NA,NA,NA,NA,385.397,511.873,302.69,NA,anomalous value,NA
2017-03-18T21:00:00Z,NA,NA,NA,NA,NA,NA,NA,368.078,442.944,231.142,NA,anomalous value,NA
2017-03-18T22:00:00Z,NA,NA,NA,NA,NA,NA,NA,351.377,474.683,227.94,NA,anomalous value,NA
2017-03-18T23:00:00Z,NA,NA,NA,NA,NA,NA,NA,408.762,577.035,267.85,NA,anomalous value,NA
2017-03-19T01:00:00Z,NA,NA,NA,NA,NA,NA,NA,422.38,616.719,263.163,NA,anomalous value,NA
2017-03-19T02:00:00Z,NA,NA,NA,NA,NA,NA,NA,333.563,407.328,161.101,NA,anomalous value,NA
2017-03-19T03:00:00Z,NA,NA,NA,NA,NA,NA,NA,385.69,568.299,255.048,NA,anomalous value,NA
2017-03-19T05:00:00Z,NA,NA,NA,NA,NA,NA,NA,308.297,362.714,138.162,NA,anomalous value,NA
2017-03-19T06:00:00Z,NA,NA,NA,NA,NA,NA,NA,379.27,553.643,230.772,NA,anomalous value,NA
2017-03-19T07:00:00Z,NA,NA,NA,NA,NA,NA,NA,383.843,541.009,233.866,NA,anomalous value,NA
2017-03-19T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,392.075,565.297,216.951,NA,anomalous value,NA
2017-03-19T10:00:00Z,NA,NA,NA,NA,NA,NA,NA,335.925,474.178,173.87,NA,anomalous value,NA
2017-03-19T11:00:00Z,NA,NA,NA,NA,NA,NA,NA,412.242,594.45,237.749,NA,anomalous value,NA
2017-03-19T13:00:00Z,NA,NA,NA,NA,NA,NA,NA,486.374,771.073,303.441,NA,anomalous value,NA
2017-03-20T17:30:00Z,NA,NA,NA,38.282,NA,0.862,7.117,NA,NA,NA,NA,NA,NA
2017-03-20T18:00:00Z,1.428,2.479,NA,40.01,0.304,0.85,6.742,NA,NA,NA,NA,NA,NA
2017-03-20T18:30:00Z,1.415,2.469,0.95,39.97,0.299,0.839,6.694,NA,NA,NA,NA,NA,NA
2017-03-20T19:00:00Z,1.413,2.497,0.952,40.338,0.299,0.835,6.734,NA,NA,NA,NA,NA,NA
2017-03-20T19:30:00Z,1.432,2.509,0.945,40.602,0.3,0.831,6.77,567.054,1001.343,401.391,16422.159,NA,NA
2017-03-20T20:00:00Z,1.445,2.545,0.954,41.014,0.301,0.829,6.837,NA,NA,NA,NA,NA,NA
2017-03-20T20:30:00Z,1.451,2.567,0.959,41.374,0.303,0.828,6.913,NA,NA,NA,NA,NA,NA
2017-03-20T21:00:00Z,1.463,2.598,0.958,41.824,0.306,0.833,7.014,NA,NA,NA,NA,NA,NA
2017-03-20T21:30:00Z,1.484,2.621,0.965,42.184,0.308,0.835,7.119,NA,NA,NA,NA,NA,NA
2017-03-20T22:00:00Z,1.5,2.665,0.967,42.548,0.309,0.836,7.204,NA,NA,NA,NA,NA,NA
2017-03-20T22:30:00Z,1.514,2.675,0.973,42.977,0.312,0.843,7.331,NA,NA,NA,NA,NA,NA
2017-03-20T23:30:00Z,1.545,2.731,0.98,43.769,0.315,0.847,7.496,743.807,1304.595,503.302,19033.279,NA,NA
2017-03-21T00:00:00Z,1.559,2.742,0.979,43.995,0.318,0.853,7.596,NA,NA,NA,NA,NA,NA
2017-03-21T00:30:00Z,1.574,2.766,0.988,44.277,0.319,0.854,7.659,NA,NA,NA,NA,NA,NA
2017-03-21T01:00:00Z,1.581,2.8,NA,44.689,0.322,0.858,7.737,NA,NA,NA,NA,NA,NA
2017-03-21T01:30:00Z,1.598,2.817,0.997,45.021,0.325,0.865,7.826,705.364,1250.025,447.689,18760.094,NA,NA
2017-03-21T02:00:00Z,1.611,2.828,1.015,45.323,0.326,0.865,7.875,NA,NA,NA,NA,NA,NA
2017-03-21T02:30:00Z,1.62,2.851,1.018,45.645,0.329,0.87,7.954,NA,NA,NA,NA,NA,NA
2017-03-21T03:00:00Z,1.637,2.884,1.012,45.988,0.331,0.874,8.021,NA,NA,NA,NA,NA,NA
2017-03-21T03:30:00Z,1.652,2.904,1.008,46.162,0.333,0.875,8.084,NA,NA,NA,NA,NA,NA
2017-03-21T04:00:00Z,1.655,2.905,1.015,46.408,0.334,0.876,8.128,NA,NA,NA,NA,NA,NA
2017-03-21T04:30:00Z,1.682,2.953,1.009,46.675,0.338,0.884,8.227,NA,NA,NA,NA,NA,NA
2017-03-21T05:30:00Z,1.701,2.979,1.024,47.473,0.341,0.886,8.341,733.089,1251.038,451.888,19795.003,NA,NA
2017-03-21T06:00:00Z,1.712,2.997,1.024,47.721,0.343,0.891,8.424,NA,NA,NA,NA,NA,NA
2017-03-21T06:30:00Z,1.723,3.021,1.022,48.068,0.345,0.893,8.483,NA,NA,NA,NA,NA,NA
2017-03-21T07:00:00Z,1.743,3.041,1.032,48.338,0.348,0.898,8.559,NA,NA,NA,NA,NA,NA
2017-03-21T07:30:00Z,1.725,3.019,1.016,47.942,0.343,0.886,8.488,784.735,1373.683,474.148,20619.735,NA,NA
2017-03-21T08:00:00Z,1.759,3.069,NA,48.857,0.348,0.9,8.649,NA,NA,NA,NA,memory effect,NA
2017-03-21T08:30:00Z,1.772,3.086,1.049,49.021,0.351,0.903,8.724,NA,NA,NA,NA,NA,NA
2017-03-21T09:00:00Z,1.772,3.088,1.021,48.961,0.349,0.896,8.701,NA,NA,NA,NA,NA,NA
2017-03-21T09:30:00Z,1.779,3.105,1.036,49.312,0.353,0.902,8.82,NA,NA,NA,NA,NA,NA
2017-03-21T10:00:00Z,1.802,3.129,1.044,49.813,0.355,0.905,8.899,NA,NA,NA,NA,NA,NA
2017-03-21T10:30:00Z,1.815,3.156,1.06,49.978,0.358,0.907,8.953,NA,NA,NA,NA,NA,NA
2017-03-21T11:30:00Z,1.833,3.161,1.046,50.019,0.359,0.904,9.043,746.739,1253.538,439.354,20767.467,NA,NA
2017-03-21T12:00:00Z,1.844,3.183,1.063,50.331,0.36,0.907,9.101,NA,NA,NA,NA,NA,NA
2017-03-21T12:30:00Z,1.833,3.178,1.053,50.409,0.36,0.907,9.134,NA,NA,NA,NA,NA,NA
2017-03-21T13:00:00Z,1.836,3.179,1.056,50.533,0.357,0.902,9.153,NA,NA,NA,NA,NA,NA
2017-03-21T13:30:00Z,1.85,3.181,1.056,50.533,0.356,0.903,9.16,816.367,1375.285,462.831,21333.31,NA,NA
2017-03-21T14:00:00Z,1.813,3.138,1.027,49.797,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-21T14:30:00Z,1.848,3.166,1.071,50.182,NA,0.903,9.13,NA,NA,NA,NA,NA,NA
2017-03-21T15:00:00Z,1.834,3.148,1.052,50.07,0.35,0.904,9.074,NA,NA,NA,NA,NA,NA
2017-03-21T15:30:00Z,1.824,3.139,1.052,49.911,0.349,0.903,9.074,NA,NA,NA,NA,NA,NA
2017-03-21T16:00:00Z,1.824,3.12,1.037,49.648,0.346,0.897,8.992,NA,NA,NA,NA,NA,NA
2017-03-21T16:30:00Z,1.821,3.114,1.037,49.49,0.348,0.905,8.985,NA,NA,NA,NA,NA,NA
2017-03-21T17:30:00Z,1.814,3.114,1.051,49.602,0.347,0.907,8.957,806.708,1368.504,464.641,20448.732,NA,NA
2017-03-21T18:00:00Z,1.816,3.109,NA,49.545,0.348,0.91,8.952,NA,NA,NA,NA,memory effect,NA
2017-03-21T18:30:00Z,1.824,3.117,1.046,49.635,0.348,0.912,8.961,NA,NA,NA,NA,NA,NA
2017-03-21T19:00:00Z,1.811,3.109,1.023,49.401,0.346,0.904,8.899,NA,NA,NA,NA,NA,NA
2017-03-21T19:30:00Z,1.83,3.125,1.037,49.752,0.349,0.913,8.954,816.484,1374.986,461.765,20464.939,NA,NA
2017-03-21T20:00:00Z,1.835,3.131,1.047,49.857,0.348,0.913,8.963,NA,NA,NA,NA,NA,NA
2017-03-21T20:30:00Z,1.847,3.138,1.052,49.743,NA,0.92,8.987,NA,NA,NA,NA,NA,NA
2017-03-21T21:00:00Z,1.847,3.146,1.042,50.069,0.353,0.921,9.041,NA,NA,NA,NA,NA,NA
2017-03-21T21:30:00Z,1.85,3.16,1.04,50.238,0.353,0.92,9.06,NA,NA,NA,NA,NA,NA
2017-03-21T22:00:00Z,1.864,3.169,1.046,50.399,0.354,0.919,9.084,NA,NA,NA,NA,NA,NA
2017-03-21T22:30:00Z,1.881,3.185,1.044,50.556,NA,0.924,9.136,NA,NA,NA,NA,NA,NA
2017-03-21T23:30:00Z,1.88,3.209,1.065,50.884,0.357,0.921,9.21,832.83,1403.718,464.189,21384.177,NA,NA
2017-03-22T00:00:00Z,1.887,3.159,1.054,50.836,0.358,0.92,9.227,NA,NA,NA,NA,NA,NA
2017-03-22T00:30:00Z,1.903,3.237,1.046,51.164,0.359,0.925,9.284,NA,NA,NA,NA,NA,NA
2017-03-22T01:30:00Z,1.898,3.222,1.057,51.062,NA,0.991,9.364,858.079,1381.796,471.092,21808.039,NA,NA
2017-03-22T02:30:00Z,1.886,3.193,1.036,50.703,0.357,1.009,9.32,842.125,1386.641,457.327,21059.502,NA,NA
2017-03-22T03:30:00Z,1.88,3.185,1.026,50.423,0.355,1.015,9.346,857.408,1410.299,454.805,20942.211,NA,NA
2017-03-22T04:30:00Z,1.872,3.17,1.019,50.347,0.352,1.016,9.321,738.478,1195.662,399.856,20085.043,NA,NA
2017-03-22T05:30:00Z,1.905,3.199,1.03,50.534,NA,1.014,9.265,848.279,1418.781,463.125,23952.765,NA,NA
2017-03-22T06:00:00Z,1.896,3.184,1.034,50.476,0.352,1.01,9.246,NA,NA,NA,NA,NA,NA
2017-03-22T06:30:00Z,1.906,3.199,1.037,50.753,0.353,1.014,9.312,NA,NA,NA,NA,NA,NA
2017-03-22T07:00:00Z,1.912,3.214,1.073,50.884,0.353,1.012,9.309,NA,NA,NA,NA,NA,NA
2017-03-22T07:30:00Z,1.915,3.22,1.036,51.094,0.355,1.017,9.339,861.297,1440.836,464.561,22307.69,NA,NA
2017-03-22T08:00:00Z,1.91,3.226,1.027,51.061,0.354,1.015,9.339,NA,NA,NA,NA,NA,NA
2017-03-22T09:00:00Z,1.916,3.228,1.046,51.111,0.358,1.029,9.486,873.438,1446.336,453.481,21043.937,NA,NA
2017-03-22T09:30:00Z,1.931,3.246,1.067,51.418,0.356,1.025,9.43,NA,NA,NA,NA,NA,NA
2017-03-22T10:00:00Z,1.945,3.248,1.025,51.544,0.356,1.024,9.448,NA,NA,NA,NA,NA,NA
2017-03-22T10:30:00Z,1.952,3.257,1.036,51.574,0.36,1.027,9.476,NA,NA,NA,NA,NA,NA
2017-03-22T12:00:00Z,1.94,3.244,1.016,51.249,0.357,1.018,9.533,823.161,1356.758,421.783,19857.333,NA,NA
2017-03-22T12:30:00Z,1.961,3.274,1.047,51.761,0.357,1.015,9.538,NA,NA,NA,NA,NA,NA
2017-03-22T13:00:00Z,1.935,3.242,1.006,51.426,0.348,0.983,9.345,NA,NA,NA,NA,NA,NA
2017-03-22T13:30:00Z,1.923,3.212,1.002,50.983,0.339,0.958,9.156,738.116,1183.027,392.126,18110.537,NA,NA
2017-03-22T14:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-22T14:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-22T15:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-22T15:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-22T16:00:00Z,1.961,3.276,1.034,51.868,0.357,1.017,9.684,NA,NA,NA,NA,NA,NA
2017-03-22T16:30:00Z,1.73,2.849,0.898,45.54,0.3,0.846,8.217,NA,NA,NA,NA,NA,NA
2017-03-22T17:30:00Z,1.581,2.593,0.801,41.336,0.268,0.751,7.358,773.217,1250.057,406.98,18907.777,NA,NA
2017-03-22T18:00:00Z,1.532,2.517,0.77,40.136,0.267,0.749,7.312,NA,NA,NA,NA,NA,NA
2017-03-22T18:30:00Z,1.506,2.451,0.748,39.344,0.265,0.741,7.246,NA,NA,NA,NA,NA,NA
2017-03-22T19:00:00Z,1.479,2.399,0.73,38.291,0.253,0.714,7.004,NA,NA,NA,NA,NA,NA
2017-03-22T20:00:00Z,1.439,2.319,0.704,36.824,0.25,0.715,6.887,763.046,1190.583,382.816,18005.924,NA,NA
2017-03-22T21:00:00Z,1.413,2.292,0.674,35.955,0.246,0.71,6.746,745.25,1180.409,373.63,17871.193,NA,NA
2017-03-22T22:00:00Z,1.363,2.249,0.666,35.348,0.242,0.71,6.608,670.966,1065.608,341.048,17070.474,NA,NA
2017-03-23T00:00:00Z,1.174,2.002,0.583,31.4,0.212,0.739,5.857,599.397,1015.901,313.023,15149.653,NA,NA
2017-03-23T01:00:00Z,1.134,1.874,0.588,30.746,0.203,0.739,5.642,594.362,967.473,309.784,15191.258,NA,NA
2017-03-23T02:00:00Z,1.146,1.891,0.553,30.77,0.204,0.745,5.661,576.011,946.523,290.797,14949.776,NA,NA
2017-03-23T03:00:00Z,1.151,1.924,0.551,31.045,0.204,0.746,5.741,565.757,931.488,284.731,13619.006,NA,NA
2017-03-23T04:00:00Z,1.172,1.936,0.558,31.355,0.205,0.74,5.812,593.608,974.834,300.336,14452,NA,NA
2017-03-23T06:00:00Z,1.198,2.035,0.551,31.579,0.209,0.735,5.964,628.588,1068.709,316.76,14300.946,NA,NA
2017-03-23T07:00:00Z,1.197,1.967,0.557,31.738,0.208,0.724,5.952,600.91,988.226,298.617,15253.899,NA,NA
2017-03-23T08:00:00Z,1.192,1.978,0.55,31.719,0.207,0.717,5.973,609.678,1011.364,310.163,14777.586,NA,NA
2017-03-23T09:00:00Z,1.2,1.966,0.553,31.529,0.208,0.715,6.001,595.596,993.086,297.936,14989.141,NA,NA
2017-03-23T10:00:00Z,1.201,1.929,0.547,31.221,0.204,0.707,5.968,589.92,968.367,296.585,14949.127,NA,NA
2017-03-23T10:30:00Z,1.247,1.962,0.609,32.273,0.205,0.713,5.991,NA,NA,NA,NA,NA,NA
2017-03-23T11:30:00Z,1.345,1.889,0.586,30.797,0.201,0.703,5.909,606.054,1011.074,323.628,15588.543,NA,NA
2017-03-23T12:00:00Z,NA,1.666,0.507,26.625,0.193,0.684,5.705,NA,NA,NA,NA,anomalous value,NA
2017-03-23T13:00:00Z,NA,1.468,0.444,23.404,0.187,0.686,5.653,NA,NA,NA,NA,anomalous value,NA
2017-03-23T13:30:00Z,NA,1.402,0.424,22.337,0.186,0.695,5.645,578.716,967.021,320.001,14501.928,anomalous value,NA
2017-03-23T14:00:00Z,NA,1.655,0.513,26.781,0.185,0.7,5.619,NA,NA,NA,NA,anomalous value,NA
2017-03-23T16:00:00Z,1.505,1.661,0.54,27.445,0.176,0.699,5.474,NA,NA,NA,NA,NA,NA
2017-03-23T18:00:00Z,NA,2.799,NA,45.69,0.439,1.16,8.75,NA,NA,NA,NA,memory effect,NA
2017-03-23T18:30:00Z,NA,1.886,0.756,31.293,0.447,0.751,5.862,NA,NA,NA,NA,anomalous value,NA
2017-03-23T19:00:00Z,NA,2.818,NA,45.736,0.528,1.142,8.676,NA,NA,NA,NA,memory effect,NA
2017-03-23T19:30:00Z,1.732,2.87,0.994,45.948,0.375,1.123,8.629,771.682,1203.07,481.661,17910.327,NA,NA
2017-03-23T20:00:00Z,1.742,2.852,1.017,46.283,0.361,1.118,8.677,NA,NA,NA,NA,NA,NA
2017-03-23T20:30:00Z,1.757,2.883,0.98,46.622,0.356,1.115,8.735,NA,NA,NA,NA,NA,NA
2017-03-23T21:00:00Z,1.768,2.918,0.995,47.013,0.355,1.116,8.824,NA,NA,NA,NA,NA,NA
2017-03-23T21:30:00Z,NA,2.948,0.988,47.568,0.349,1.113,8.906,NA,NA,NA,NA,memory effect,NA
2017-03-23T22:00:00Z,1.804,2.967,1,47.888,0.346,1.108,9.006,NA,NA,NA,NA,NA,NA
2017-03-23T22:30:00Z,1.819,3.005,0.988,48.284,0.346,1.106,9.113,NA,NA,NA,NA,NA,NA
2017-03-23T23:30:00Z,1.876,3.065,1,48.926,0.345,1.097,9.332,833.969,1349.144,478.54,18992.38,NA,NA
2017-03-24T00:00:00Z,1.889,3.082,1.016,49.331,0.344,1.095,9.448,NA,NA,NA,NA,NA,NA
2017-03-24T00:30:00Z,1.912,3.113,1.012,49.76,0.344,1.092,9.565,NA,NA,NA,NA,NA,NA
2017-03-24T01:00:00Z,1.923,3.146,1.016,50.171,0.345,1.089,9.69,NA,NA,NA,NA,NA,NA
2017-03-24T01:30:00Z,1.935,3.166,1.019,50.562,0.346,1.087,9.8,926.33,1494.973,528.475,19954.066,NA,NA
2017-03-24T02:00:00Z,1.953,3.202,1.011,50.822,0.347,1.083,9.901,NA,NA,NA,NA,NA,NA
2017-03-24T02:30:00Z,1.975,3.225,1.024,51.225,0.348,1.081,10.014,NA,NA,NA,NA,NA,NA
2017-03-24T03:00:00Z,1.984,3.241,1.031,51.542,0.35,1.078,10.115,NA,NA,NA,NA,NA,NA
2017-03-24T03:30:00Z,2.01,3.282,1.036,51.925,0.35,1.074,10.203,NA,NA,NA,NA,NA,NA
2017-03-24T04:00:00Z,2.032,3.303,1.043,52.199,0.352,1.071,10.307,NA,NA,NA,NA,NA,NA
2017-03-24T04:30:00Z,2.036,3.329,1.054,52.543,0.355,1.073,10.418,NA,NA,NA,NA,NA,NA
2017-03-24T05:30:00Z,2.064,3.388,1.055,53.26,0.357,1.067,10.569,NA,NA,NA,NA,NA,NA
2017-03-24T05:30:00Z,2.064,3.388,1.055,53.26,0.357,1.067,10.569,NA,NA,NA,NA,NA,NA
2017-03-24T05:30:00Z,2.064,3.388,1.055,53.26,0.357,1.067,10.569,976.173,1582.534,551.312,22760.514,NA,NA
2017-03-24T05:30:00Z,2.064,3.388,1.055,53.26,0.357,1.067,10.569,976.173,1582.534,551.312,22760.514,NA,NA
2017-03-24T06:00:00Z,2.079,3.387,1.059,53.427,0.359,1.067,10.656,NA,NA,NA,NA,NA,NA
2017-03-24T06:30:00Z,2.089,3.413,1.061,53.697,0.359,1.064,10.728,NA,NA,NA,NA,NA,NA
2017-03-24T07:00:00Z,2.106,3.427,1.077,53.921,0.36,1.062,10.803,NA,NA,NA,NA,NA,NA
2017-03-24T07:30:00Z,2.106,3.44,1.071,54.193,0.362,1.061,10.862,NA,NA,NA,NA,NA,NA
2017-03-24T07:30:00Z,2.106,3.44,1.071,54.193,0.362,1.061,10.862,NA,NA,NA,NA,NA,NA
2017-03-24T07:30:00Z,2.106,3.44,1.071,54.193,0.362,1.061,10.862,995.22,1606.713,536.804,23661.226,NA,NA
2017-03-24T07:30:00Z,2.106,3.44,1.071,54.193,0.362,1.061,10.862,995.22,1606.713,536.804,23661.226,NA,NA
2017-03-24T08:00:00Z,2.133,3.463,1.055,54.509,0.364,1.057,10.944,NA,NA,NA,NA,NA,NA
2017-03-24T08:30:00Z,2.135,3.469,1.072,54.463,0.364,1.049,10.969,NA,NA,NA,NA,NA,NA
2017-03-24T09:00:00Z,2.149,3.494,1.073,54.831,0.367,1.051,11.063,NA,NA,NA,NA,NA,NA
2017-03-24T09:30:00Z,2.16,3.5,1.074,54.975,0.367,1.043,11.099,NA,NA,NA,NA,NA,NA
2017-03-24T10:00:00Z,2.175,3.516,1.072,55.306,0.369,1.043,11.196,NA,NA,NA,NA,NA,NA
2017-03-24T10:30:00Z,2.183,3.545,1.071,55.458,0.372,1.041,11.264,NA,NA,NA,NA,NA,NA
2017-03-24T11:30:00Z,2.205,3.569,1.091,55.804,0.374,1.031,11.366,1074.075,1699.641,559.885,24494.094,NA,NA
2017-03-24T12:00:00Z,2.222,3.571,1.11,55.994,0.376,1.031,11.453,NA,NA,NA,NA,NA,NA
2017-03-24T12:30:00Z,2.226,3.58,1.093,56.164,0.375,1.025,11.495,NA,NA,NA,NA,NA,NA
2017-03-24T13:00:00Z,2.235,3.585,1.106,56.111,0.375,1.023,11.532,NA,NA,NA,NA,NA,NA
2017-03-24T13:30:00Z,2.237,3.589,1.103,55.973,0.375,1.023,11.539,1077.34,1693.054,564.25,28010.179,NA,NA
2017-03-24T14:00:00Z,2.235,3.562,1.108,55.742,0.371,1.019,11.485,NA,NA,NA,NA,NA,NA
2017-03-24T14:30:00Z,2.201,3.527,1.106,55.198,0.367,1.016,11.356,NA,NA,NA,NA,NA,NA
2017-03-24T15:00:00Z,2.157,3.471,1.089,54.513,0.362,1.017,11.158,NA,NA,NA,NA,NA,NA
2017-03-24T15:30:00Z,2.144,3.407,1.091,53.536,0.353,1.019,10.927,NA,NA,NA,NA,NA,NA
2017-03-24T16:00:00Z,2.097,3.337,1.076,52.696,0.345,1.017,10.681,NA,NA,NA,NA,NA,NA
2017-03-24T16:30:00Z,2.073,3.302,NA,51.977,0.34,1.017,10.469,NA,NA,NA,NA,memory effect,NA
2017-03-24T17:30:00Z,2.029,3.224,1.06,50.888,0.332,1.012,10.064,973.498,1534.866,537.452,22585.567,NA,NA
2017-03-24T18:00:00Z,1.997,3.195,1.033,50.418,0.329,1.006,9.859,NA,NA,NA,NA,NA,NA
2017-03-24T18:30:00Z,1.997,3.204,1.039,50.064,0.328,1.003,9.74,NA,NA,NA,NA,NA,NA
2017-03-24T19:00:00Z,1.986,3.164,1.041,50.024,0.327,0.996,9.631,NA,NA,NA,NA,NA,NA
2017-03-24T19:30:00Z,1.982,3.203,1.032,50.017,0.327,0.99,9.544,937.735,1451.179,519.008,22461.275,NA,NA
2017-03-24T20:00:00Z,1.975,3.167,1.032,49.957,0.326,0.982,9.488,NA,NA,NA,NA,NA,NA
2017-03-24T20:30:00Z,1.991,3.177,1.033,50.092,0.327,0.979,9.498,NA,NA,NA,NA,NA,NA
2017-03-24T21:00:00Z,1.992,3.189,1.027,50.282,0.329,0.979,9.516,NA,NA,NA,NA,NA,NA
2017-03-24T21:30:00Z,2.005,3.195,1.04,50.334,0.328,0.973,9.518,NA,NA,NA,NA,NA,NA
2017-03-24T22:00:00Z,2.012,3.217,1.028,50.64,0.329,0.97,9.563,NA,NA,NA,NA,NA,NA
2017-03-24T22:30:00Z,2.018,3.236,1.035,50.865,0.331,0.97,9.615,NA,NA,NA,NA,NA,NA
2017-03-24T23:30:00Z,2.024,3.241,1.034,50.99,0.329,0.952,9.617,905.794,1404.895,491.661,22289.407,NA,NA
2017-03-25T00:00:00Z,2.084,3.291,1.041,51.635,0.335,0.964,9.802,NA,NA,NA,NA,NA,NA
2017-03-25T00:30:00Z,2.068,3.304,1.047,51.91,0.336,0.962,9.861,NA,NA,NA,NA,NA,NA
2017-03-25T01:00:00Z,2.07,3.334,1.04,52.07,0.337,0.958,9.923,NA,NA,NA,NA,NA,NA
2017-03-25T01:30:00Z,2.094,3.349,1.044,52.37,0.339,0.959,10.004,1002.785,1592.257,527,23447.658,NA,NA
2017-03-25T02:00:00Z,2.107,3.361,1.063,52.637,0.341,0.957,10.076,NA,NA,NA,NA,NA,NA
2017-03-25T02:30:00Z,2.097,3.366,1.05,52.71,0.341,0.949,10.097,NA,NA,NA,NA,NA,NA
2017-03-25T03:00:00Z,2.122,3.405,1.056,53.148,0.345,0.955,10.234,NA,NA,NA,NA,NA,NA
2017-03-25T03:30:00Z,2.138,3.421,1.054,53.472,0.346,0.952,10.306,NA,NA,NA,NA,NA,NA
2017-03-25T04:00:00Z,2.151,3.45,1.06,53.704,0.347,0.949,10.377,NA,NA,NA,NA,NA,NA
2017-03-25T04:30:00Z,2.15,3.448,1.055,53.824,0.349,0.946,10.432,NA,NA,NA,NA,NA,NA
2017-03-25T05:30:00Z,2.184,3.489,1.086,54.393,0.355,0.95,10.619,1052.553,1660.143,534.002,23886.387,NA,NA
2017-03-25T06:00:00Z,2.22,3.498,1.065,54.67,0.358,0.951,10.702,NA,NA,NA,NA,NA,NA
2017-03-25T06:30:00Z,2.199,3.519,1.067,55.041,0.356,0.94,10.692,NA,NA,NA,NA,NA,NA
2017-03-25T07:00:00Z,2.218,3.551,1.079,55.353,0.36,0.946,10.82,NA,NA,NA,NA,NA,NA
2017-03-25T07:30:00Z,2.237,3.574,NA,55.546,0.363,0.948,10.907,1085.055,1693.638,541.191,23748.812,memory effect,NA
2017-03-25T08:00:00Z,2.255,3.589,1.101,55.77,0.364,0.945,10.968,NA,NA,NA,NA,NA,NA
2017-03-25T08:30:00Z,2.265,3.601,1.092,55.979,0.366,0.944,11.045,NA,NA,NA,NA,NA,NA
2017-03-25T09:00:00Z,2.277,3.61,1.087,56.201,0.368,0.944,11.115,NA,NA,NA,NA,NA,NA
2017-03-25T09:30:00Z,2.282,3.636,1.088,56.276,0.369,0.941,11.153,NA,NA,NA,NA,NA,NA
2017-03-25T10:00:00Z,2.303,3.639,1.106,56.627,0.371,0.939,11.223,NA,NA,NA,NA,NA,NA
2017-03-25T10:30:00Z,2.288,3.647,1.09,56.786,0.371,0.933,11.236,NA,NA,NA,NA,NA,NA
2017-03-25T11:30:00Z,2.338,3.687,1.127,57.129,0.376,0.936,11.421,1143.371,1775.539,562.115,25064.438,NA,NA
2017-03-25T12:00:00Z,2.333,3.689,1.108,57.167,0.376,0.931,11.416,NA,NA,NA,NA,NA,NA
2017-03-25T12:30:00Z,2.345,3.705,1.109,57.325,0.378,0.932,11.488,NA,NA,NA,NA,NA,NA
2017-03-25T13:00:00Z,2.355,3.717,1.111,57.582,0.38,0.931,11.56,NA,NA,NA,NA,NA,NA
2017-03-25T13:30:00Z,2.364,3.717,1.124,57.566,0.38,0.929,11.576,1132.856,1750.409,553.273,25342.208,NA,NA
2017-03-25T14:00:00Z,2.344,3.681,1.123,57.065,0.377,0.92,11.499,NA,NA,NA,NA,NA,NA
2017-03-25T14:30:00Z,2.356,3.681,1.123,57.069,0.377,0.92,11.48,NA,NA,NA,NA,NA,NA
2017-03-25T15:00:00Z,2.338,3.662,1.13,56.73,0.379,0.924,11.357,NA,NA,NA,NA,NA,NA
2017-03-25T15:30:00Z,2.309,3.598,1.106,55.949,0.374,0.922,11.132,NA,NA,NA,NA,NA,NA
2017-03-25T16:00:00Z,2.27,3.543,1.11,55.159,0.367,0.917,10.823,NA,NA,NA,NA,NA,NA
2017-03-25T16:30:00Z,2.216,3.455,1.097,53.925,0.362,0.912,10.488,NA,NA,NA,NA,NA,NA
2017-03-25T17:30:00Z,2.1,3.282,1.077,51.434,0.353,0.885,9.691,983.681,1500.649,517.294,22158.735,NA,NA
2017-03-25T18:00:00Z,2.045,3.209,1.054,50.408,0.347,0.869,9.354,NA,NA,NA,NA,NA,NA
2017-03-25T18:30:00Z,1.984,3.089,NA,48.803,0.329,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-25T19:00:00Z,1.987,3.118,NA,49.068,0.337,0.841,8.914,NA,NA,NA,NA,memory effect,NA
2017-03-25T19:30:00Z,1.958,3.07,1.038,48.299,0.331,0.824,8.679,872.626,1334.986,475.175,21809.063,NA,NA
2017-03-25T20:00:00Z,1.964,3.076,1.031,48.361,0.332,0.824,8.691,NA,NA,NA,NA,NA,NA
